Id	HGNC_symbol	Status	HGNC_ID	HGNC_name	GeneID	UniProt_AC	UniProt_ID	Domain	MGI_symbol	MGI_ID	UniProt_AC_Mm	UniProt_ID_Mm	GeneTag	GeneDesc	Function	Modification	PMID_function	Complex_name	Target	Specific_target	Product	UniProt_ID_target	PMID_target
427	PDP1	none	9279	pyruvate dehyrogenase phosphatase catalytic subunit 1	54704	Q9P0J1	PDP1_HUMAN	"PP2C PF00481 194-487, Pfam-B_13776 PB013776 99-163"	Pdp1	2685870	Q3UV70	PDP1_MOUSE	PPM	"Serine/threonine phosphatases / Protein phosphatases, Mg2+/Mn2+ dependent"	Histone modification read	none	22150589	none	"histone, DNA"	H4K20me3	none	none	22150589
428	PELP1	none	30134	"proline, glutamate and leucine rich protein 1"	27043	Q8IZL8	PELP1_HUMAN	"NUC202 PF08166 423-489 569-642, RIX1 PF08167 66-226"	Pelp1	1922523	Q9DBD5	PELP1_MOUSE	none	none	"Histone modification read, Histone modification write cofactor"	"Histone methylation, Histone acetylation"	"15456770, 11481323"	"CHD8, MLL2/3, MLL4/WBP7"	histone	"H1, H3, H4"	none	none	"15456770, 15374949"
429	PHC1	none	3182	polyhomeotic homolog 1 (Drosophila)	1911	P78364	PHC1_HUMAN	"Pfam-B_4954 PB004954 615-678, Pfam-B_5821 PB005821 430-536, SAM_1 PF00536 938-1002, zf-FCS PF06467 792-827"	Phc1	103248	Q64028	PHC1_MOUSE	SAMD	Sterile alpha motif (SAM) domain containing	Polycomb group (PcG) protein	none	16024804	PRC1	none	none	none	none	16024804
430	PHC2	none	3183	polyhomeotic homolog 2 (Drosophila)	1912	Q8IXK0	PHC2_HUMAN	"Pfam-B_5669 PB005669 651-679, Pfam-B_6832 PB006832 1-198, SAM_1 PF00536 792-856"	Phc2	1860454	Q9QWH1	PHC2_MOUSE	SAMD	Sterile alpha motif (SAM) domain containing	Polycomb group (PcG) protein	none	16024804	PRC1	none	none	none	none	16024804
431	PHC3	none	15682	polyhomeotic homolog 3 (Drosophila)	80012	Q8NDX5	PHC3_HUMAN	"Pfam-B_12208 PB012208 689-724, Pfam-B_17091 PB017091 431-487, Pfam-B_19383 PB019383 780-822, Pfam-B_19396 PB019396 1-39, SAM_1 PF00536 917-981"	Phc3	2181434	Q8CHP6	PHC3_MOUSE	SAMD	Sterile alpha motif (SAM) domain containing	Polycomb group (PcG) protein	none	16024804	PRC1	none	none	none	none	16024804
432	PHF1	none	8919	PHD finger protein 1	5252	O43189	PHF1_HUMAN	"Mtf2_C PF14061 525-566, PHD PF00628 89-142, Pfam-B_18040 PB018040 1-30, Pfam-B_24844 PB024844 331-384"	Phf1	98647	Q9Z1B8	PHF1_MOUSE	"TDRD, PHF"	"Tudor domain containing, Zinc fingers, PHD-type"	Polycomb group (PcG) protein	none	18086877	PRC2	none	none	none	none	18086877
433	PHF10	none	18250	PHD finger protein 10	55274	Q8WUB8	PHF10_HUMAN	"PHD PF00628 379-436 435-481, Pfam-B_1316 PB001316 15-230"	Phf10	1919307	Q9D8M7	PHF10_MOUSE	PHF	"Zinc fingers, PHD-type"	Chromatin remodeling	none	20068294	"npBAF, SWI/SNF BRM-BRG1"	chromatin	none	none	none	20068294
434	PHF12	none	20816	PHD finger protein 12	57649	Q96QT6	PHF12_HUMAN	PHD PF00628 58-105 273-318	Phf12	1924057	Q5SPL2	PHF12_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone modification erase cofactor	Histone acetylation	11390640	none	histone	none	none	none	11390640
435	PHF13	none	22983	PHD finger protein 13	148479	Q86YI8	PHF13_HUMAN	"PHD PF00628 234-280, Pfam-B_28476 PB028476 1-49"	Phf13	2446217	Q8K2W6	PHF13_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone modification read	none	19638409	none	histone	H3K4me3	none	none	19638409
436	PHF14	none	22203	PHD finger protein 14	9678	O94880	PHF14_HUMAN	"PHD PF00628 321-380 727-779, Pfam-B_16803 PB016803 175-216, Pfam-B_19012 PB019012 218-295, zf-HC5HC2H_2 PF13832 383-498"	Phf14	1923539	Q9D4H9	PHF14_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone modification read	none	23688586	none	histone	"H2A, H2B, H3"	"H2Aac, H2Bac, H3ac"	none	23688586
437	PHF19	none	24566	PHD finger protein 19	26147	Q5T6S3	PHF19_HUMAN	"Mtf2_C PF14061 529-579, PHD PF00628 98-151, Pfam-B_31053 PB031053 1-59"	Phf19	1921266	Q9CXG9	PHF19_MOUSE	"TDRD, PHF"	"Tudor domain containing, Zinc fingers, PHD-type"	"Chromatin remodeling, Histone modification write cofactor"	Histone acetylation	15563832	PRC2	histone	none	none	none	15563832
438	PHF2	none	8920	PHD finger protein 2	5253	O75151	PHF2_HUMAN	"JmjC PF02373 236-336, PHD PF00628 7-56, Pfam-B_3847 PB003847 851-988"	Phf2	1338034	Q9WTU0	PHF2_MOUSE	"KDM, PHF"	"Chromatin-modifying enzymes / K-demethylases, Zinc fingers, PHD-type"	Histone modification erase	Histone methylation	21532585	none	histone	H3K9me2	H3K9	none	21532585
439	PHF20	none	16098	PHD finger protein 20	51230	Q9BVI0	PHF20_HUMAN	"DUF3776 PF12618 173-279, PHD PF00628 654-700, Pfam-B_21846 PB021846 511-589, Pfam-B_23453 PB023453 280-309"	Phf20	2444148	Q8BLG0	PHF20_MOUSE	"TDRD, PHF"	"Tudor domain containing, Zinc fingers, PHD-type"	Histone modification write	Histone acetylation	22449972	"NSL, CHD8, MLL2/3, MLL4/WBP7"	histone	H4	H4ac	none	22449972
440	PHF20L1	none	24280	PHD finger protein 20-like 1	51105	A8MW92	P20L1_HUMAN	"DUF3776 PF12618 210-317 415-518, PHD PF00628 683-729, Pfam-B_37699 PB037699 791-849"	Phf20l1	2444412	Q8CCJ9	P20L1_MOUSE	"TDRD, PHF"	"Tudor domain containing, Zinc fingers, PHD-type"	Histone modification read	none	21423274	none	histone	H3K4me	none	none	21423274
441	PHF21A	none	24156	PHD finger protein 21A	51317	Q96BD5	PF21A_HUMAN	"AT_hook PF02178 425-436, PHD PF00628 490-535, Pfam-B_15568 PB015568 536-649, Pfam-B_7050 PB007050 1-349"	Phf21a	2384756	Q6ZPK0	PF21A_MOUSE	PHF	"Zinc fingers, PHD-type"	Histone modification erase cofactor	Histone methylation	16140033	"BHC, LSD-CoREST"	histone	none	none	none	16140033
442	PHF8	none	20672	PHD finger protein 8	23133	Q9UPP1	PHF8_HUMAN	"JmjC PF02373 270-370, PHD PF00628 43-92, Pfam-B_22520 PB022520 499-557, Pfam-B_5629 PB005629 779-877"	Phf8	2444341	Q80TJ7	PHF8_MOUSE	"KDM, PHF"	"Chromatin-modifying enzymes / K-demethylases, Zinc fingers, PHD-type"	Histone modification erase	Histone methylation	21423274	none	histone	"H3K9me1, H3K9me2, H3K27me2, H4K20me1, H3K36me2, H3K36me3, H3K4me3"	"H3K9, H3K27, H4K20, H3K36, H3K4"	none	21423274
443	PHIP	none	15673	pleckstrin homology domain interacting protein	55023	Q8WWQ0	PHIP_HUMAN	"Bromodomain PF00439 1165-1251 1325-1409, Pfam-B_15784 PB015784 743-864, Pfam-B_60538 PB060538 1-77, WD40 PF00400 174-211 215-253 257-298 355-393 456-495"	Phip	1932404	Q8VDD9	PHIP_MOUSE	"WDR, DCAF"	"WD repeat domain containing, DDB1 and CUL4 associated factors"	Histone modification read	none	22464331	none	histone	H3	none	none	22464331
444	PIWIL4	none	18444	piwi-like RNA-mediated gene silencing 4	143689	Q7Z3Z4	PIWL4_HUMAN	"PAZ PF02170 271-407, Pfam-B_2782 PB002782 101-219, Pfam-B_34294 PB034294 1-99, Piwi PF02171 546-838"	Piwil4	3041167	Q8CGT6	PIWL4_MOUSE	AGO	Argonaute/PIWI family	"Chromatin remodeling, Histone modification erase cofactor"	Histone methylation	17544373	none	histone	H3K9	none	none	17544373
445	PKM	none	9021	"pyruvate kinase, muscle"	5315	P14618	KPYM_HUMAN	"PK PF00224 42-395, PK_C PF02887 409-529"	Pkm	97591	P52480	KPYM_MOUSE	none	none	Histone modification write cofactor	Histone phosphorylation	24706538	none	histone	"H3S10, H3S28, H2BS32"	"H3S10ph, H3S28ph, H2BS32ph, H3T11ph"	none	24706538
446	PKN1	none	9405	protein kinase N1	5585	Q16512	PKN1_HUMAN	"HR1 PF02185 37-105 126-198 213-285, Pfam-B_33979 PB033979 8-36, Pkinase PF00069 615-874, Pkinase_C PF00433 894-940"	Pkn1	108022	P70268	PKN1_MOUSE	none	none	Histone modification write	Histone phosphorylation	18066052	none	histone	H3T11	H3T11ph	none	18066052
447	POGZ	New	18801	pogo transposable element with ZNF domain	23126	Q7Z3K3	POGZ_HUMAN	"DDE_1 PF03184 1117-1304, HTH_Tnp_Tc5 PF03221 1024-1085, Pfam-B_10413 PB010413 693-771, Pfam-B_10981 PB010981 1-69, Pfam-B_5179 PB005179 796-843, Pfam-B_6754 PB006754 773-795"	Pogz	2442117	Q8BZH4	POGZ_MOUSE	none	none	Histone modification read	Histone methylation	"20562864, 20850016"	none	histone	H3K9me3	none	none	none
448	POLE3	none	13546	"polymerase (DNA directed), epsilon 3, accessory subunit"	54107	Q9NRF9	DPOE3_HUMAN	"CBFD_NFYB_HMF PF00808 8-73, Pfam-B_35841 PB035841 74-135"	Pole3	1933378	Q9JKP7	DPOE3_MOUSE	POL	DNA polymerases	Histone chaperone	none	10880450	CHRAC	histone	none	none	none	10880450
449	PPARGC1A	New	9237	"peroxisome proliferator-activated receptor gamma, coactivator 1 alpha"	10891	Q9UBK2	PRGC1_HUMAN	"Pfam-B_19319 PB019319 241-286, RRM_1 PF00076 679-742"	Ppargc1a	1342774	O70343	PRGC1_MOUSE	RBM	RNA binding motif (RRM) containing	Histone modification cofactor	none	10558993	none	histone	none	none	none	none
450	PPM1G	none	9278	"protein phosphatase, Mg2+/Mn2+ dependent, 1G"	5496	O15355	PPM1G_HUMAN	PP2C PF00481 25-120 264-492	Ppm1g	106065	Q61074	PPM1G_MOUSE	PPM	"Serine/threonine phosphatases / Protein phosphatases, Mg2+/Mn2+ dependent"	Chromatin remodeling	none	23723158	none	chromatin	none	none	none	23723158
451	PPP2CA	none	9299	"protein phosphatase 2, catalytic subunit, alpha isozyme"	5515	P67775	PP2AA_HUMAN	Metallophos PF00149 50-245	Ppp2ca	1321159	P63330	PP2AA_MOUSE	PPP	"Serine/threonine phosphatases / Protein phosphatase, catalytic subunits"	Histone modification write	Histone phosphorylation	18758438	none	histone	H2AX	H2AXph	none	18758438
452	PPP4C	none	9319	"protein phosphatase 4, catalytic subunit"	5531	P60510	PP4C_HUMAN	Metallophos PF00149 47-242	Ppp4c	1891763	P97470	PP4C_MOUSE	PPP	"Serine/threonine phosphatases / Protein phosphatase, catalytic subunits"	Histone modification erase	Histone phosphorylation	18758438	PPP4C-PPP4R2-PPP4R3A	histone	H2AXS139ph	H2AXS139	none	18758438
453	PPP4R2	New	18296	"protein phosphatase 4, regulatory subunit 2"	151987	Q9NY27	PP4R2_HUMAN	PPP4R2 PF09184 2-267	Ppp4r2	3027896	Q0VGB7	PP4R2_MOUSE	PPP4R	"Serine/threonine phosphatases / Protein phosphatase 4, regulatory subunits"	Histone modification cofactor	none	18614045	PPP4C-PPP4R2-PPP4R3A	histone	none	none	none	none
454	PRDM1	none	9346	"PR domain containing 1, with ZNF domain"	639	O75626	PRDM1_HUMAN	"SET PF00856 99-201, zf-H2C2_2 PF13465 589-614 617-642 645-670"	Prdm1	99655	Q60636	PRDM1_MOUSE	ZNF	"Zinc fingers, C2H2-type"	Histone modification write cofactor	Histone methylation	23856557	none	histone	H3K9	H3K9me	none	23856557
455	PRDM11	none	13996	PR domain containing 11	56981	Q9NQV5	PRD11_HUMAN	Pfam-B_3219 PB003219 1-353	Prdm11	2685553	A2AGX3	PRD11_MOUSE	none	none	Histone modification write	Histone methylation	23508829	none	histone	none	none	none	23508829
456	PRDM12	none	13997	PR domain containing 12	59335	Q9H4Q4	PRD12_HUMAN	"Pfam-B_39033 PB039033 1-49, zf-H2C2_2 PF13465 257-282 285-310"	Prdm12	2685844	A2AJ77	PRD12_MOUSE	ZNF	"Zinc fingers, C2H2-type"	Histone modification write cofactor	Histone methylation	23856557	none	histone	H3K9	H3K9me	none	23856557
457	PRDM13	New	13998	PR domain containing 13	59336	Q9H4Q3	PRD13_HUMAN	"zf-C2H2 PF00096 137-160, zf-H2C2_2 PF13465 587-611 615-641"	Prdm13	2448528	E9PZZ1	PRD13_MOUSE	none	none	Histone modification write	Histone methylation	24370451	none	histone	none	none	none	none
458	PRDM14	New	14001	PR domain containing 14	63978	Q9GZV8	PRD14_HUMAN	"SET PF00856 265-367, zf-C2H2 PF00096 546-568, zf-C2H2_4 PF13894 400-421 432-455, zf-H2C2_2 PF13465 475-500 504-528"	Prdm14	3588194	E9Q3T6	PRD14_MOUSE	ZNF	"Zinc fingers, C2H2-type"	DNA modification	DNA demethylation	24335252	none	DNA	mC	none	none	24335252
459	PRDM16	none	14000	PR domain containing 16	63976	Q9HAZ2	PRD16_HUMAN	"Pfam-B_2662 PB002662 14-127, zf-C2H2 PF00096 337-360 366-388 394-416 423-445 979-1002 1008-1032, zf-C2H2_6 PF13912 229-255, zf-H2C2_2 PF13465 295-319 965-989"	Prdm16	1917923	A2A935	PRD16_MOUSE	ZNF	"Zinc fingers, C2H2-type"	"Histone modification write cofactor, TF"	"Histone methylation, TF repressor"	"12816872, 23856557"	none	"histone, DNA"	"H3K9, DNA motif"	H3K9me	none	23856557
460	PRDM2	none	9347	"PR domain containing 2, with ZNF domain"	7799	Q13029	PRDM2_HUMAN	"Pfam-B_29325 PB029325 1053-1085, SET PF00856 41-141, zf-C2H2 PF00096 390-412, zf-C2H2_4 PF13894 360-383 483-506 1134-1157 1191-1214 1455-1475"	Prdm2	107628	none	none	KMT	Chromatin-modifying enzymes / K-methyltransferases	Histone modification write	Histone methylation	20084102	none	histone	H3K9	H3K9me	none	20084102
461	PRDM4	none	9348	PR domain containing 4	11108	Q9UKN5	PRDM4_HUMAN	"Pfam-B_13260 PB013260 461-509, zf-C2H2 PF00096 730-752, zf-H2C2_2 PF13465 632-657 660-683 688-713"	Prdm4	1920093	Q80V63	PRDM4_MOUSE	ZNF	"Zinc fingers, C2H2-type"	Histone modification write	Histone methylation	23048031	none	histone	H4R3	H4R3me2s	none	23048031
462	PRDM5	none	9349	PR domain containing 5	11107	Q9NQX1	PRDM5_HUMAN	"zf-C2H2 PF00096 199-221 262-287 603-625, zf-C2H2_4 PF13894 167-190, zf-C2H2_jaz PF12171 375-399, zf-H2C2_2 PF13465 334-359 418-443 446-472 475-500 503-528 531-556 559-583, zf-met PF12874 234-254 295-317"	Prdm5	1918029	Q9CXE0	PRDM5_MOUSE	ZNF	"Zinc fingers, C2H2-type"	Histone modification write	Histone methylation	23856557	none	histone	H3K9	H3K9me	none	23856557
463	PRDM6	none	9350	PR domain containing 6	93166	Q9NQX0	PRDM6_HUMAN	"SET PF00856 259-365, zf-C2H2 PF00096 501-523, zf-C2H2_4 PF13894 473-495, zf-H2C2_2 PF13465 543-568"	Prdm6	2684938	Q3UZD5	PRDM6_MOUSE	ZNF	"Zinc fingers, C2H2-type"	Histone modification write	Histone methylation	"17898714, 16537907"	none	histone	"H3R2, H4K20"	"H3R2me1, H3R2me2, H4K20me1"	none	"17898714, 18057026"
464	PRDM7	none	9351	PR domain containing 7	11105	Q9NQW5	PRDM7_HUMAN	"KRAB PF01352 27-65, SSXRD PF09514 170-202"	none	none	none	none	"ZNF, ZKRAB"	"Zinc fingers, C2H2-type"	Histone modification write	Histone methylation	none	none	histone	none	none	none	none
465	PRDM8	none	13993	PR domain containing 8	56978	Q9NQV8	PRDM8_HUMAN	zf-C2H2 PF00096 627-648 666-688	Prdm8	1924880	Q8BZ97	PRDM8_MOUSE	none	none	Histone modification write	Histone methylation	23856557	none	histone	none	none	none	23856557
466	PRDM9	none	13994	PR domain containing 9	56979	Q9NQV7	PRDM9_HUMAN	"KRAB PF01352 27-65, SSXRD PF09514 170-202, zf-C2H2 PF00096 860-882, zf-H2C2_2 PF13465 540-562 566-590 594-619 622-647 650-674 678-702 706-731 734-758 762-786 790-815 818-843 846-871"	Prdm9	2384854	Q96EQ9	PRDM9_MOUSE	"ZKRAB, ZNF"	"Zinc fingers, C2H2-type"	Histone modification write	Histone methylation	17916234	none	histone	H3K4	H3K4me3	none	17916234
467	PRKAA1	New	9376	"protein kinase, AMP-activated, alpha 1 catalytic subunit"	5562	Q13131	AAPK1_HUMAN	"Pfam-B_8588 PB008588 351-524, Pkinase PF00069 27-279"	Prkaa1	2145955	Q5EG47	AAPK1_MOUSE	none	none	Histone modification write	Histone phosphorylation	20647423	none	histone	H2BS36	H2BS36ph	none	none
468	PRKAA2	New	9377	"protein kinase, AMP-activated, alpha 2 catalytic subunit"	5563	P54646	AAPK2_HUMAN	Pkinase PF00069 16-268	Prkaa2	1336173	Q8BRK8	AAPK2_MOUSE	none	none	Histone modification write	Histone phosphorylation	20647423	none	histone	H2BS36	H2BS36ph	none	none
469	PRKAB1	New	9378	"protein kinase, AMP-activated, beta 1 non-catalytic subunit"	5564	Q9Y478	AAKB1_HUMAN	AMPKBI PF04739 149-270	Prkab1	1336167	Q9R078	AAKB1_MOUSE	none	none	Histone modification write cofactor	Histone phosphorylation	20647423	none	histone	none	none	none	none
470	PRKAB2	New	9379	"protein kinase, AMP-activated, beta 2 non-catalytic subunit"	5565	O43741	AAKB2_HUMAN	AMPKBI PF04739 155-272	Prkab2	1336185	Q6PAM0	AAKB2_MOUSE	none	none	Histone modification write cofactor	Histone phosphorylation	20647423	none	histone	none	none	none	none
471	PRKAG1	New	9385	"protein kinase, AMP-activated, gamma 1 non-catalytic subunit"	5571	P54619	AAKG1_HUMAN	CBS PF00571 39-97 118-178 187-252 263-324	Prkag1	108411	O54950	AAKG1_MOUSE	none	none	Histone modification write cofactor	Histone phosphorylation	20647423	none	histone	none	none	none	none
472	PRKAG2	New	9386	"protein kinase, AMP-activated, gamma 2 non-catalytic subunit"	51422	Q9UGJ0	AAKG2_HUMAN	"CBS PF00571 350-410 428-484 494-556, Pfam-B_5182 PB005182 268-349"	Prkag2	1336153	Q91WG5	AAKG2_MOUSE	none	none	Histone modification write cofactor	Histone phosphorylation	20647423	none	histone	none	none	none	none
473	PRKAG3	New	9387	"protein kinase, AMP-activated, gamma 3 non-catalytic subunit"	53632	Q9UGI9	AAKG3_HUMAN	CBS PF00571 273-333 350-406 414-479	Prkag3	1891343	Q8BGM7	AAKG3_MOUSE	none	none	Histone modification write cofactor	Histone phosphorylation	20647423	none	histone	none	none	none	none
474	PRKCA	New	9393	"protein kinase C, alpha"	5578	P17252	KPCA_HUMAN	"C1_1 PF00130 37-89 102-154, C2 PF00168 173-260, Pkinase PF00069 339-597, Pkinase_C PF00433 622-662"	Prkca	97595	P20444	KPCA_MOUSE	none	none	Histone modification write cofactor	Histone phosphorylation	22796964	none	histone	H3	none	none	none
475	PRKCB	none	9395	"protein kinase C, beta"	5579	P05771	KPCB_HUMAN	"C1_1 PF00130 37-89 102-154, C2 PF00168 173-260, Pkinase PF00069 342-600, Pkinase_C PF00433 620-666"	Prkcb	97596	P68404	KPCB_MOUSE	none	none	Histone modification write	Histone methylation	20228790	none	histone	H3T6	H3T6ph	none	20228790
476	PRKCD	New	9399	"protein kinase C, delta"	5580	Q05655	KPCD_HUMAN	"C1_1 PF00130 159-211 231-283, Pkinase PF00069 349-603, Pkinase_C PF00433 623-669"	Prkcd	97598	P28867	KPCD_MOUSE	none	none	Histone modification	none	17984964	none	histone	none	none	none	none
477	PRKDC	none	9413	"protein kinase, DNA-activated, catalytic polypeptide"	5591	P78527	PRKDC_HUMAN	"FAT PF02259 3023-3470, FATC PF02260 4096-4128, NUC194 PF08163 1813-2210, PI3_PI4_kinase PF00454 3747-4015, Pfam-B_14440 PB014440 411-472, Pfam-B_1565 PB001565 131-345, Pfam-B_9125 PB009125 2650-2694"	Prkdc	104779	P97313	PRKDC_MOUSE	none	none	Histone modification write	Histone phosphorylation	14627815	none	histone	"H2AXS139, H2AFXS139"	"H2AXS139ph, H2AFXS139ph"	none	14627815
478	PRMT1	none	5187	protein arginine methyltransferase 1	3276	Q99873	ANM1_HUMAN	Methyltransf_31 PF13847 76-216	Prmt1	107846	Q9JIF0	ANM1_MOUSE	PRMT	Protein arginine methyltransferases	Histone modification write	Histone methylation	11387442	none	histone	H4R3	"H4R3me1, H4R3me2a"	none	11387442
479	PRMT2	none	5186	protein arginine methyltransferase 2	3275	P55345	ANM2_HUMAN	"PRMT5 PF05185 114-415, SH3_9 PF14604 37-84"	Prmt2	1316652	Q9R144	ANM2_MOUSE	PRMT	Protein arginine methyltransferases	Histone modification write	Histone methylation	19405910	none	histone	H4	H4me	none	19405910
480	PRMT5	none	10894	protein arginine methyltransferase 5	10419	O14744	ANM5_HUMAN	"PRMT5 PF05185 181-619, Pfam-B_18578 PB018578 1-49"	Prmt5	1351645	Q8CIG8	ANM5_MOUSE	PRMT	Protein arginine methyltransferases	Histone modification write	Histone methylation	18404153	methylosome	histone	"H3R8, H4R3"	"H3R8me, H4R3me"	none	18404153
481	PRMT6	none	18241	protein arginine methyltransferase 6	55170	Q96LA8	ANM6_HUMAN	Methyltransf_18 PF12847 82-189	Prmt6	2139971	Q6NZB1	ANM6_MOUSE	PRMT	Protein arginine methyltransferases	Histone modification write	Histone methylation	18079182	none	histone	"H2AR3, H3R2, H4R4"	"H2AR3me, H4R3me, H3R2me2a"	none	18079182
482	PRMT7	none	25557	protein arginine methyltransferase 7	54496	Q9NVM4	ANM7_HUMAN	"Pfam-B_13426 PB013426 301-359, PrmA PF06325 54-149"	Prmt7	2384879	Q922X9	ANM7_MOUSE	PRMT	Protein arginine methyltransferases	Histone modification write	Histone methylation	15494416	none	histone	"H2A, H4R3"	"H2A, H4R3me2"	none	15494416
483	PRMT8	none	5188	protein arginine methyltransferase 8	56341	Q9NR22	ANM8_HUMAN	PrmA PF06325 102-200	Prmt8	3043083	Q6PAK3	ANM8_MOUSE	PRMT	Protein arginine methyltransferases	Histone modification write	Histone methylation	16051612	none	histone	H4R	H4Rme	none	16051612
484	PRMT9	none	25099	protein arginine methyltransferase 9	90826	Q6P2P2	ANM9_HUMAN	"PrmA PF06325 167-257, TPR_11 PF13414 67-132"	Prmt10	2142651	Q3U3W5	ANM9_MOUSE	PRMT	Protein arginine methyltransferases	Histone modification write	Histone methylation	18007657	none	histone	H4R3	H4R3me2	none	18007657
485	PRPF31	none	15446	pre-mRNA processing factor 31	26121	Q8WWY3	PRP31_HUMAN	"NOSIC PF08060 92-144, Nop PF01798 186-334, Pfam-B_23523 PB023523 1-44, Prp31_C PF09785 336-465"	Prpf31	1916238	Q8CCF0	PRP31_MOUSE	none	none	"Histone modification write cofactor, Histone modification write cofactor"	"Histone methylation, Histone acetylation"	none	"CHD8, MLL2/3, MLL4/WBP7"	histone	none	none	none	none
486	PRR14	New	28458	proline rich 14	78994	Q9BWN1	PRR14_HUMAN	Tantalus PF15386 457-517	Prr14	2384565	Q7TPN9	PRR14_MOUSE	none	none	Histone modification write	Histone phosphorylation	24209742	none	histone	"H3K9me2, H3K9me3"	none	none	none
487	PSIP1	none	9527	PC4 and SFRS1 interacting protein 1	11168	O75475	PSIP1_HUMAN	"LEDGF PF11467 349-455, PWWP PF00855 5-87"	Psip1	2142116	Q99JF8	PSIP1_MOUSE	none	none	Chromatin remodeling	none	217205545	none	chromatin	none	none	none	217205545
488	RAD51	none	9817	RAD51 recombinase	5888	Q06609	RAD51_HUMAN	"HHH_5 PF14520 28-80, Rad51 PF08423 83-338"	Rad51	97890	Q08297	RAD51_MOUSE	none	none	Histone modification erase	Histone ubiquitination	15665856	BRCC	none	histone	none	none	15665856
489	RAD54B	none	17228	RAD54 homolog B (S. cerevisiae)	25788	Q9Y620	RA54B_HUMAN	"Helicase_C PF00271 678-758, Pfam-B_10171 PB010171 772-829, SNF2_N PF00176 299-598"	Rad54b	3605986	Q6PFE3	RA54B_MOUSE	none	none	Chromatin remodeling	none	21357745	none	chromatin	none	none	none	21357745
490	RAD54L	none	9826	RAD54-like (S. cerevisiae)	8438	Q92698	RAD54_HUMAN	"Helicase_C PF00271 531-611, Pfam-B_14570 PB014570 674-743, Rad54_N PF08658 33-138, SNF2_N PF00176 156-463"	Rad54l	894697	P70270	RAD54_MOUSE	none	none	Chromatin remodeling	none	8805304	none	chromatin	none	none	none	8805304
491	RAD54L2	none	29123	RAD54-like 2 (S. cerevisiae)	23132	Q9Y4B4	ARIP4_HUMAN	"Helicase_C PF00271 774-854, Pfam-B_2830 PB002830 105-259, SNF2_N PF00176 274-625"	Rad54l2	1933196	Q99NG0	ARIP4_MOUSE	none	none	Chromatin remodeling	none	19692572	none	chromatin	none	none	none	19692572
492	RAG1	none	9831	recombination activating gene 1	5896	P15918	RAG1_HUMAN	"Pfam-B_793 PB000793 1-89, RAG1 PF12940 513-953, zf-C3HC4 PF00097 293-331, zf-RAG1 PF10426 354-383"	Rag1	97848	P15919	RAG1_MOUSE	RNF	RING-type (C3HC4) zinc fingers	Histone modification write	Histone ubiquitination	21256161	none	"histone, DNA"	"H3.3K, DNA motif"	H3.3Kub	none	21256161
493	RAG2	none	9832	recombination activating gene 2	5897	P55895	RAG2_HUMAN	"RAG2 PF03089 51-389, RAG2_PHD PF13341 414-491"	Rag2	97849	P21784	RAG2_MOUSE	none	none	Histone modification read	none	21423274	none	histone	H3K4me3	none	none	21423274
